text,gloss
তিনি একজন প্রতিভাবান চিত্রশিল্পী।,তিনি একজন প্রতিভাবান চিত্রশিল্পী।
দলটি সেমিফাইনালে পৌঁছে গেছে।,দলটি সেমিফাইনাল পৌঁছানো।
এবারের বইমেলা খুব জমেছিল।,এবার বইমেলা খুব জমা।
ইতিহাস থেকে শিক্ষা নেওয়া উচিত।,ইতিহাস থেকে শিক্ষা নেওয়া উচিত।
দুটি দেশের মধ্যে বাণিজ্যিক চুক্তি হয়েছে।,দুটি দেশ মধ্যে বাণিজ্যিক চুক্তি।
সে তার ভবিষ্যৎ নিয়ে কোনো পরিকল্পনা করেনি।,সে তার ভবিষ্যৎ নিয়ে কোনো পরিকল্পনা না।
আইনের চোখে সবাই সমান।,আইন চোখ সবাই সমান।
আমার কেন জানি মনে হচ্ছে সে মিথ্যা বলছে।,আমার কেন জানা মনে হওয়া সে মিথ্যা বলা।
তার জীবনে অনেক ওঠানামা গেছে।,তার জীবন অনেক ওঠানামা গেছে।
"আমি তাকে ফোন করেছিলাম, কিন্তু সে ফোন ধরেনি।","আমি তাকে ফোন করা, কিন্তু সে ফোন ধরেনি।"
সে এত অসুস্থ যে বিছানা থেকে উঠতে পারছে না।,সে এত অসুস্থ যে বিছানা থেকে উঠা না পারা।
"তুমি যদি আসো, তাহলে আমরা একসাথে খেতে পারবো।","তুমি যদি আসো, তাহলে আমরা একসাথে খাওয়া।"
"সে যখন কথা বলছিল, আমি তখন অন্য কিছু ভাবছিলাম।","সে যখন কথা বলা, আমি তখন অন্য কিছু ভাবা।"
"যদিও লোকটি দেখতে সাধারণ, তার জ্ঞান অনেক গভীর।","যদিও লোকটি দেখা সাধারণ, তার জ্ঞান অনেক গভীর।"
"যে সমাজে ন্যায়বিচার নেই, সে সমাজে কখনোই প্রকৃত শান্তি আসতে পারে না।","যে সমাজ ন্যায়বিচার নেই, সে সমাজ কখনোই প্রকৃত শান্তি আসা না।"
"আমরা শুধু প্রযুক্তির উপর নির্ভর করে বসে থাকলে চলবে না, বরং আমাদের মানবিক মূল্যবোধগুলোকেও সমান গুরুত্ব দিয়ে চর্চা করতে হবে।","আমরা শুধু প্রযুক্তি ওপর নির্ভর বসে থাকা না, মানবিক মূল্যবোধ চর্চা করা জরুরি।"
আমার চাবিটা কোথাও খুঁজে পাচ্ছি না।,আমার চাবি কোথাও পাওয়া না।
সে কি আজ বিলটা পরিশোধ করেছে?,সে আজ বিল টাকা দেওয়া শেষ (প্রশ্ন)?
কাপড়গুলো এখনো ঠিকমতো শুকায়নি।,কাপড় এখনো ঠিকমতো শুকনো না।
দয়া করে লবণটা একটু এগিয়ে দেবেন?,দয়া করে লবণ একটু দেওয়া (অনুরোধ)?
দেয়ালটার রঙ ফ্যাকাশে হয়ে গেছে।,দেয়াল রঙ সাদা/খারাপ হয়ে যাওয়া।
আমি ব্যাংকে একটি সেভিংস অ্যাকাউন্ট খুলতে চাই।,আমি ব্যাংক একাউন্ট খোলা ইচ্ছা।
তারা পুরনো বাড়িটা ভেঙে ফেলার সিদ্ধান্ত নিয়েছে।,তারা পুরোনো বাড়ি ভাঙা সিদ্ধান্ত নেওয়া।
আমার পোষা বিড়ালটা মাছ খেতে খুব ভালোবাসে।,আমার বিড়াল মাছ খাওয়া খুব পছন্দ।
ফুলের টবগুলোতে কি পানি দেওয়া হয়েছে?,ফুল টব পানি দেওয়া শেষ (প্রশ্ন)?
সে তার বাইকটা মেরামত করাচ্ছিল।,সে বাইক ঠিক করা।
শেয়ার বাজারে আজকাল খুব লোকসান হচ্ছে।,শেয়ার বাজার এখন টাকা লস হওয়া।
আমি আমার বেতনের একটা অংশ জমাতে চেষ্টা করি।,আমি বেতন কিছু টাকা জমানো চেষ্টা করা।
সে বসের কাছে ছুটি চেয়েছিল।,সে বস ছুটি বলা।
এই প্রজেক্টের ডেডলাইন আবার বাড়ানো হয়েছে।,এই কাজ সময় আবার বাড়ানো।
আপনার কি কোনো স্বাস্থ্য বীমা করা আছে?,আপনার শরীর বীমা আছে (প্রশ্ন)?
সে ব্যাংক থেকে ঋণ শোধ করতে পারছে না।,সে ব্যাংক ঋণ টাকা দেওয়া পারা না।
অর্থনৈতিক অবস্থা দিন দিন জটিল হচ্ছে।,টাকা অবস্থা দিন দিন কঠিন হওয়া।
আমার আজকের ইন্টারভিউটা ভালো হয়নি।,আমার আজ ইন্টারভিউ ভালো না।
তারা দুইজন নতুন কর্মী খুঁজছে।,তারা দুই জন নতুন মানুষ খোঁজা।
অফিসের শীতাতপ নিয়ন্ত্রণ যন্ত্রটি কাজ করছে না।,অফিস এসি কাজ করা না।
রাস্তায় ট্রাফিক জ্যাম অসহনীয় পর্যায়ে পৌঁছেছে।,রাস্তা জ্যাম অনেক বেশি।
হেলমেট ছাড়া মোটরসাইকেল চালানো একটি অপরাধ।,হেলমেট ছাড়া বাইক চালানো ভুল/অপরাধ।
পুলিশ এখনো চোরটাকে ধরতে পারেনি।,পুলিশ এখনো চোর ধরা না।
আগামী মাসে সিটি কর্পোরেশন নির্বাচন অনুষ্ঠিত হবে।,আগামী মাস সিটি কর্পোরেশন ভোট হবে।
সে তার জাতীয় পরিচয়পত্র হারিয়ে ফেলেছে।,সে আইডি কার্ড হারানো।
এলাকার কমিশনার বেশ কাজের একজন মানুষ।,এলাকা কমিশনার কাজ করা মানুষ।
আইন সবার জন্য সমান হওয়া বাঞ্ছনীয়।,আইন সব মানুষ জন্য সমান হওয়া উচিত।
তারা একটি সামাজিক আন্দোলন শুরু করেছে।,তারা সমাজ আন্দোলন শুরু করা।
আজকাল ফুটপাত দিয়ে হাঁটাও খুব কঠিন।,এখন ফুটপাত হাঁটা খুব কঠিন।
তিনি দুর্নীতির বিরুদ্ধে জোরালো বক্তব্য দিচ্ছিলেন।,তিনি দুর্নীতি বিরুদ্ধে কথা বলা।
আমার হাতের লেখা বুঝতে তোমার কষ্ট হচ্ছে?,আমার লেখা বুঝতে সমস্যা (প্রশ্ন)?
সে স্পোকেন ইংলিশ কোর্সে ভর্তি হয়েছে।,সে ইংরেজি বলা ক্লাস ভর্তি হওয়া।
আমি এখনো ভালোভাবে সাঁতার কাটতে শিখিনি।,আমি এখনো সাঁতার শেখা না।
পুরনো দিনের অভ্যাস বদলানো খুব কঠিন।,পুরোনো অভ্যাস বদলানো খুব কঠিন।
তারা পরীক্ষার জন্য চূড়ান্ত প্রস্তুতি নিচ্ছিল।,তারা পরীক্ষা জন্য শেষ প্রস্তুতি নেওয়া।
আমার ছোটবেলার বন্ধুদের কথা খুব মনে পড়ে।,আমার ছোটবেলা বন্ধু মনে পড়া।
সে তার নিজের ভুল স্বীকার করতে চায় না।,সে নিজে ভুল মানা না।
আপনি কি এই জটিল সমস্যার সমাধান করতে পারবেন?,আপনি কঠিন সমস্যা সমাধান পারা (প্রশ্ন)?
আমি ড্রাইভিং লাইসেন্সের জন্য আবেদন করব।,আমি গাড়ি চালানো কার্ড আবেদন করা।
তিনি সবসময় খুব যুক্তিসঙ্গত কথা বলেন।,তিনি সব সময় সঠিক কথা বলা।
আজ সকাল থেকে আমার পিঠে ব্যথা করছে।,আজ সকাল থেকে পিঠ ব্যথা করা।
আমি কিসের যেন পোড়া গন্ধ পাচ্ছি।,আমি কিছু পোড়া গন্ধ পাওয়া।
তার গলার স্বরটা আমার খুব পরিচিত লাগলো।,তার কথা স্বর চেনা লাগা।
সে অন্ধকারে একাকী হাঁটতে ভয় পায়।,সে অন্ধকার একা হাঁটা ভয় পাওয়া।
কথা বলতে বলতে আমার মাথা ঘুরে উঠলো।,কথা বলা সময় মাথা ঘোরা।
অতিরিক্ত দুশ্চিন্তায় তার চোখের নিচে কালি পড়েছে।,অনেক চিন্তা চোখের নিচে কালো হওয়া।
এই নতুন কাপড়টা খুব খসখসে লাগছে।,এই নতুন কাপড় খসখসে লাগা।
সে আমাকে দেখেও না দেখার ভান করলো।,সে আমাকে দেখা না দেখা ভান করা।
আমার কেন যেন খুব অস্থির লাগছে।,আমার অস্থির লাগা।
সে তার নিজের ভাগ্যকে বিশ্বাস করে।,সে নিজে ভাগ্য বিশ্বাস করা।
তাদের দুইজনের মধ্যে সম্পর্কটা আর আগের মতো নেই।,তাদের দুই জন সম্পর্ক এখন ভালো না।
সে একসময় আমার সবচেয়ে কাছের বন্ধু ছিল।,সে আগে আমার খুব ভালো বন্ধু থাকা।
বিশ্বাস একবার ভেঙে গেলে তা জোড়া লাগানো কঠিন।,"বিশ্বাস একবার ভাঙা, ঠিক করা কঠিন।"
তুমি কি আমার কোনো কথায় রাগ করেছো?,তুমি আমার কথা রাগ করা (প্রশ্ন)?
তারা খুব ছোটখাটো বিষয় নিয়ে ঝগড়া করছিল।,তারা ছোট বিষয় ঝগড়া করা।
আমি তোমাকে শেষ পর্যন্ত সাহায্য করার চেষ্টা করেছিলাম।,আমি তোমাকে শেষ পর্যন্ত সাহায্য করা চেষ্টা করা।
সে তার পরিবারের সব দায়িত্ব একাই পালন করে।,সে পরিবার সব দায়িত্ব একা করা।
আমি আপনার এই যুক্তির সাথে একমত হতে পারছি না।,আমি আপনার কথা একমত না।
তারা একে অপরকে প্রায় দশ বছর ধরে চেনে।,তারা একে অন্য দশ বছর চেনা।
সে আমাকে কখনো কোনো মিথ্যা কথা বলে না।,সে আমাকে কখনো মিথ্যা কথা বলা না।
আমি গোয়েন্দা গল্পের বই পড়তে খুব ভালোবাসি।,আমি গোয়েন্দা বই পড়া খুব পছন্দ।
সে শখ করে খুব ভালো ছবি তোলে।,সে শখ ছবি তোলা।
আমরা বন্ধুরা মিলে সিনেমা দেখতে যাচ্ছিলাম।,আমরা সব বন্ধু সিনেমা দেখা যাওয়া।
এই নতুন নাটকটার গল্পটা খুবই একঘেয়ে।,এই নতুন নাটক গল্প একঘেয়ে।
সে তার ছাদবাগানে নানা রকম সবজি চাষ করেছে।,সে ছাদ বাগান সবজি চাষ করা।
আপনি কি ধ্রুপদী সঙ্গীত শুনতে পছন্দ করেন?,আপনি ধ্রুপদী গান শোনা পছন্দ করা (প্রশ্ন)?
তারা মঞ্চে একটি লোকনৃত্য পরিবেশন করবে।,তারা স্টেজ নাচ করা।
আমার পুরনো দিনের ডাকটিকেট জমানোর শখ ছিল।,আমার পুরোনো ডাকটিকেট জমানো শখ থাকা।
সে দাবা খেলায় খুব পারদর্শী।,সে দাবা খেলা খুব ভালো।
জাতীয় জাদুঘরে অনেক দুর্লভ জিনিস রাখা আছে।,জাদুঘর অনেক পুরোনো জিনিস থাকা।
আমি এখনো কখনো ভারতে যাইনি।,আমি কখনো ভারত যাওয়া না।
পাহাড়ের চূড়া থেকে দৃশ্যটা ভোলার মতো নয়।,পাহাড় ওপর দৃশ্য খুব সুন্দর।
আমাদের হোটেলের বুকিং দেওয়া হয়ে গেছে।,আমাদের হোটেল বুকিং শেষ।
তারা লঞ্চের ছাদে বসে তারা গুনছিল।,"তারা লঞ্চ ছাদ বসা, তারা গোনা।"
এই রেস্তোরাঁর খাবারের মান খুবই ভালো।,এই হোটেল খাবার খুব ভালো।
সে খুব বেশি ঝাল খেতে পারে না।,সে অনেক ঝাল খাওয়া পারা না।
আনারস খেলে আমার প্রায়ই গলা চুলকায়।,আনারস খাওয়া গলা চুলকানো।
সে এক গ্লাস ডাবের পানি খেতে চেয়েছিল।,সে এক গ্লাস ডাব পানি খাওয়া ইচ্ছা।
আমার গরম খিচুড়ির সাথে বেগুন ভাজা লাগবেই।,আমার গরম খিচুড়ি বেগুন ভাজা দরকার।
সে রান্নার আগে সব মশলা একসাথে বেটে নেয়।,সে রান্না আগে মশলা বাটা করা।
আজ সকালে বেশ হালকা কুয়াশা ছিল।,আজ সকাল হালকা কুয়াশা থাকা।
বাতাসটা কেমন যেন শুষ্ক লাগছে।,বাতাস শুকনো লাগা।
নদীভাঙনের ফলে অনেক মানুষ গৃহহীন হয়েছে।,নদী ভাঙা অনেক মানুষ বাড়ি নাই।
তারা বৃক্ষরোপণ কর্মসূচি হাতে নিয়েছে।,তারা গাছ লাগানো কাজ করা।
বড় শহরের বাতাস স্বাস্থ্যের জন্য খুব দূষিত।,বড় শহর বাতাস শরীর জন্য খারাপ।
সূর্য পশ্চিম আকাশে অস্ত যাচ্ছে।,সূর্য পশ্চিম আকাশ ডোবা।
এই এলাকায় মাঝে মাঝে বন্য হাতির উপদ্রব দেখা যায়।,এই এলাকা মাঝে মাঝে হাতি আসা।
তারা সমুদ্রের অনেক গভীরে ডুব দিচ্ছিল।,তারা সমুদ্র অনেক নিচে যাওয়া।
গতকালের কালবৈশাখী ঝড়ে ফসলের অনেক ক্ষতি হয়েছে।,কাল ঝড় ফসল অনেক ক্ষতি হওয়া।
পৃথিবী পৃষ্ঠের তাপমাত্রা দ্রুত গরম হয়ে উঠছে।,পৃথিবী তাপমাত্রা অনেক গরম হওয়া।
"সে আমাকে কথা দিয়েছিল, কিন্তু সে তার কথা রাখেনি।","সে কথা দেওয়া, কথা না রাখা।"
"আমি যখন স্টেশনে পৌঁছালাম, তখন ট্রেনটি ছেড়ে দিয়েছিল।","আমি স্টেশন পৌঁছানো, ট্রেন যাওয়া শেষ।"
"যদি তুমি আমাকে আগে জানাতে, আমি তোমার সাথে যেতে পারতাম।","তুমি আগে বলা, আমি সাথে যাওয়া পারা।"
লোকটি এত বেশি দুর্বল যে সে ঠিকমতো হাঁটতে পারছিল না।,"লোক অনেক দুর্বল, হাঁটা পারা না।"
"সে যে কাজটা করেছে, তা কোনোভাবেই গ্রহণযোগ্য নয়।",সে কাজ করা ঠিক না।
ধৈর্য ধারণ করাই হলো সফলতার প্রথম চাবিকাঠি।,ধৈর্য ধরা সফল হওয়া নিয়ম।
"সততা একটি মহৎ গুণ, যা অর্জন করা সবার পক্ষে সম্ভব হয় না।","সততা ভালো গুণ, সব মানুষ থাকা না।"
"সে এত পরিশ্রম করলো, তবুও সে তার প্রাপ্য সম্মান পেলো না।","সে অনেক কাজ করা, সম্মান না পাওয়া।"
"যে জাতি তার নিজের ইতিহাস ও সংস্কৃতি ভুলে যায়, সে জাতির উন্নতি হওয়া সম্ভব নয়।","নিজের ইতিহাস সংস্কৃতি ভুলে যাওয়া, উন্নতি না হওয়া।"
"আমরা হয়তো ভবিষ্যতে মঙ্গল গ্রহে বসতি স্থাপন করতে পারবো, কিন্তু আমাদের এই পৃথিবীকে বাঁচিয়ে রাখা এখন সবচেয়ে জরুরি দায়িত্ব।","আমরা ভবিষ্যৎ মঙ্গল গ্রহ থাকা পারা, কিন্তু পৃথিবী বাঁচানো জরুরি।"
আলাদিনের ঝাড়ুটা ঘরের কোণে পড়ে আছে।,আলাদিন ঝাড়ু ঘর কোণ থাকা।
তুমি কি গত সপ্তাহে তোমার সাইকেলটা তেল দিয়েছিলে?,তুমি গত সপ্তাহ সাইকেল তেল দেওয়া (প্রশ্ন)?
আমি পুরোনো জিনিসগুলো বিক্রি করে দিব।,আমি পুরোনো জিনিস বিক্রি করা।
আজ আমাদের বাড়িতে ঐতিহ্যবাহী পিঠা তৈরি হচ্ছে।,আজ আমাদের বাড়ি পিঠা বানানো।
তিনি অবসরের পর গ্রামে ফিরে যাবেন।,তিনি কাজ শেষ গ্রাম ফিরে যাওয়া।
সে রাতে ভাত না খেয়ে শুধু ফল খায়।,"সে রাত ভাত না, শুধু ফল খাওয়া।"
দয়া করে পানির কলটা ভালো করে বন্ধ করুন।,দয়া করে পানির কল বন্ধ করা।
আমার ছোটভাই ড্রয়িং রুমে খেলা করছিল।,আমার ছোট ভাই ঘর খেলা করা।
এই ডালটা খুব সাবধানে রান্না করতে হবে।,এই ডাল সাবধানে রান্না করা দরকার।
গত বছর এই সময়ে আমরা বাড়ি বদলাচ্ছিলাম।,গত বছর এই সময় আমরা বাড়ি বদলানো।
আমি গবেষণা করার সুযোগ পেয়েছি।,আমি গবেষণা করা সুযোগ পাওয়া।
কোম্পানিটি নতুন বছরে লভ্যাংশ ঘোষণা করবে।,কোম্পানি নতুন বছর লভ্যাংশ ঘোষণা করা।
সে তার সব টাকা সরকারি বন্ডে বিনিয়োগ করেছে।,সে সব টাকা সরকারি বন্ড রাখা।
তারা এখন ভোকেশনাল ট্রেনিং নিচ্ছে।,তারা এখন কারিগরি শিক্ষা নেওয়া।
একজন শিক্ষার্থীর মূল উদ্দেশ্য জ্ঞান অর্জন করা।,ছাত্র মূল কাজ জ্ঞান শেখা।
এই সেমিস্টারে তার রেজাল্ট খুব খারাপ হয়েছে।,এই সেমিস্টার তার রেজাল্ট খারাপ।
তিনি অবসর জীবন উপভোগ করছেন।,তিনি অবসর জীবন উপভোগ করা।
আমার চাকরির নিরাপত্তা নিয়ে আমি উদ্বিগ্ন।,আমার চাকরি থাকবে কি না চিন্তা করা।
এই হিসাবটা তুমি কি বুঝতে পারছো?,এই হিসাব তুমি বোঝা (প্রশ্ন)?
তার বেতন এখনো ব্যাংকে জমা হয়নি।,তার বেতন এখনো ব্যাংক আসা না।
বৃদ্ধ বয়সে স্বাস্থ্য সচেতনতা জরুরি।,বৃদ্ধ বয়স শরীর সাবধান থাকা জরুরি।
সে তার জীবনের লক্ষ্য থেকে সরে এসেছে।,সে জীবন লক্ষ্য ভুল যাওয়া।
তার হাতটা ভেঙে যাওয়ায় প্লাস্টার করা হয়েছে।,তার হাত ভাঙা প্লাস্টার করা।
আমি হতাশ না হয়ে আবার চেষ্টা করব।,"আমি কষ্ট না পাওয়া, আবার চেষ্টা করা।"
আমরা সবাই তার কথা শুনে হাসছিলাম।,আমরা সব তার কথা হাসি।
সে আমাকে তার স্বপ্নগুলো বলেছিল।,সে আমাকে তার স্বপ্ন বলা।
এই সমস্যাটা আমাকে মানসিকভাবে বিপর্যস্ত করছে।,এই সমস্যা মন খারাপ করা।
সুখে থাকার রহস্যটা খুব সহজ।,সুখে থাকা সহজ।
আমি তাকে সাহস যোগাচ্ছিলাম।,আমি তাকে সাহস দেওয়া।
তিনি সব সময় গভীর চিন্তায় মগ্ন থাকেন।,তিনি সব সময় অনেক চিন্তা করা।
আমি এই রুটের বাস ভাড়া দিচ্ছিলাম।,আমি বাস ভাড়া দেওয়া।
বিমানবন্দর থেকে শহরে আসতে প্রায় দু ঘণ্টা লাগে।,বিমানবন্দর থেকে শহর আসা দুই ঘণ্টা।
গাড়ি চালানোর সময় ফোন ব্যবহার করবেন না।,গাড়ি চালানো সময় ফোন না।
আমি সাইকেল চালিয়ে কাজে যাবো।,আমি সাইকেল চালানো কাজ যাওয়া।
তারা এখন ভিসা ইন্টারভিউর জন্য অপেক্ষা করছে।,তারা ভিসা ইন্টারভিউ অপেক্ষা করা।
নতুন মার্কেটে দোকানগুলো এখনো খোলেনি।,নতুন মার্কেট দোকান এখনো বন্ধ।
আমি সব সময় ব্র্যান্ডেড জিনিস কিনি না।,আমি সব সময় নামী জিনিস কেনা না।
এই কাপড়গুলো ইস্ত্রি করার যোগ্য নয়।,এই কাপড় ইস্ত্রি করা না।
সে একটি পুরনো ভ্যান গাড়িতে করে জিনিসপত্র নিয়ে যাচ্ছিল।,সে পুরোনো ভ্যান গাড়ি জিনিস নেওয়া।
আপনি কি এই প্যাকেজটি ডেলিভারি করেছেন?,আপনি প্যাকেট দেওয়া শেষ (প্রশ্ন)?
আমার কম্পিউটারে নতুন অ্যান্টিভাইরাস ইন্সটল করা হয়েছে।,আমার কম্পিউটার নতুন এন্টিভাইরাস দেওয়া।
ভুয়া খবর কীভাবে চিনতে হয়?,মিথ্যা খবর চেনা কীভাবে (প্রশ্ন)?
ভিডিও গেম খেলা আমাকে ক্লান্ত করে দেয়।,ভিডিও গেম খেলা আমাকে ক্লান্ত করা।
এই মোবাইলটা এখন বাজারে পাওয়া যায় না।,এই মোবাইল এখন বাজার নাই।
আমি ফেসবুকের মেসেঞ্জার ব্যবহার করি না।,আমি ফেসবুক মেসেঞ্জার ব্যবহার করা না।
আমার ব্যক্তিগত তথ্য সুরক্ষিত রাখা উচিত।,আমার নিজের তথ্য সাবধান রাখা উচিত।
এই ম্যাচের ফলাফল কী হবে তা জানা নেই।,এই খেলা রেজাল্ট জানি না।
সে প্রতিদিন বিকেলে মাঠে দৌড়ায়।,সে প্রতিদিন বিকাল মাঠ দৌড়ানো।
অলিম্পিক প্রতি চার বছর পর পর হয়।,অলিম্পিক প্রতি চার বছর হওয়া।
এই প্রযুক্তির ভবিষ্যৎ কী?,এই প্রযুক্তি ভবিষ্যৎ কী (প্রশ্ন)?
আজ রাতে ভরা জোয়ার হবে।,আজ রাত জোয়ার হবে।
এই ধান ক্ষেতগুলো শীতকালে শুকনো থাকে।,এই ধান ক্ষেত শীতকাল শুকনো থাকা।
জলবায়ু পরিবর্তনের প্রভাব এখন দৃশ্যমান।,জলবায়ু পরিবর্তন এখন দেখা যাওয়া।
আমি মেঘের ছবি তুলছিলাম।,আমি মেঘ ছবি তোলা।
এই পুকুরে অনেক মাছ আছে।,এই পুকুর অনেক মাছ থাকা।
মাটির স্বাস্থ্য বজায় রাখা দরকার।,মাটি ভালো রাখা দরকার।
কাল থেকে আবহাওয়া খারাপ হতে শুরু করবে।,কাল থেকে আবহাওয়া খারাপ শুরু।
তারা এখন উপকূলীয় এলাকায় বসবাস করছে।,তারা এখন সমুদ্র পাড় থাকা।
সূর্যের প্রখর তাপে ফসল নষ্ট হচ্ছে।,সূর্য তাপ ফসল নষ্ট হওয়া।
বন্যপ্রাণী সংরক্ষণ করা আমাদের দায়িত্ব।,বন্যপ্রাণী বাঁচানো আমাদের কাজ।
আমার নতুন ক্যামেরাটা চুরি হয়ে গেছে।,আমার নতুন ক্যামেরা চুরি হওয়া।
সে মাটির হাঁড়িতে রান্না করতে পছন্দ করে।,সে মাটির হাঁড়ি রান্না পছন্দ করা।
ঢাকার পুরনো স্থাপত্যশৈলী ঐতিহ্য বহন করে।,ঢাকা পুরোনো বাড়ি ঐতিহ্য।
তিনি তার পুরনো দিনের গান গাইছিলেন।,তিনি পুরোনো গান গাওয়া।
আমরা একটি লোকগানের দল তৈরি করেছি।,আমরা লোকগান দল তৈরি করা।
এই সিনেমাটা দেখতে খুব বিরক্তিকর ছিল।,এই সিনেমা দেখা খুব বোরিং।
পুতুল নাচ এখন আর তেমন দেখা যায় না।,পুতুল নাচ এখন দেখা যাওয়া না।
আমার টেবিলের ওপর কিছু জরুরি কাগজপত্র রাখা আছে।,আমার টেবিল জরুরি কাগজ থাকা।
সে প্রতি সন্ধ্যায় ধর্মীয় গ্রন্থ পাঠ করে।,সে প্রতিদিন সন্ধ্যা ধর্ম বই পড়া।
এই বইটা আমি আর কাউকে পড়তে দেব না।,এই বই আমি অন্য কাউকে দেওয়া না।
স্মৃতি মানুষের জীবনের অমূল্য সম্পদ।,স্মৃতি মানুষের জীবন দামি জিনিস।
তিনি সত্যের পথে লড়াই করছিলেন।,তিনি সত্য জন্য যুদ্ধ করা।
মানুষের মৌলিক অধিকার নিশ্চিত করা রাষ্ট্রের কর্তব্য।,মানুষের অধিকার দেওয়া সরকার কাজ।
স্বাধীনতা অর্জন করা কঠিন ছিল।,স্বাধীনতা পাওয়া কঠিন থাকা।
সে তার প্রতিবেশীর নামে মামলা করেছে।,সে প্রতিবেশী নামে মামলা করা।
এই কাজটার ফল ভালো হবে না।,এই কাজ ফল ভালো না।
আশা ছেড়ে দেওয়া ঠিক নয়।,আশা ছাড়া ঠিক না।
সে আমার ভুল ধরিয়ে দিয়েছিল।,সে আমার ভুল দেখানো।
জীবনের মানে খুঁজে বের করা সহজ নয়।,জীবন মানে খোঁজা সহজ না।
সে আমাকে এই ব্যাপারে জানতে চাইছিল।,সে এই বিষয় জানা ইচ্ছা।
সে আমাকে বলেছিল যে সে কাল আসবে।,সে বলা সে কাল আসা।
"যদি তিনি আসেন, তাহলে আমরা একসাথে খাবো।","তিনি আসা, আমরা এক সাথে খাওয়া।"
তুমি কি জানো সে এখন কোথায় আছে?,তুমি জানা সে কোথায় আছে (প্রশ্ন)?
"তুমি যা ভাবছো, তা হয়তো ভুল।","তুমি যা ভাবা, হয়তো ভুল।"
"আমি অপেক্ষা করছিলাম, কিন্তু সে আসেনি।","আমি অপেক্ষা করা, কিন্তু সে আসা না।"
"তিনি শুধু লেখক নন, তিনি গবেষকও বটে।",তিনি লেখক এবং গবেষক।
"আমি তাকে ফোন করিনি, কারণ সে ব্যস্ত ছিল।","আমি ফোন না, কারণ সে ব্যস্ত।"
"যারা সব সময় মিথ্যা বলে, তাদের কেউ বিশ্বাস করে না।","যারা মিথ্যা বলা, কেউ বিশ্বাস করা না।"
সে কেন এমন করছে আমি বুঝতে পারছিলাম না।,"সে কেন এমন করা, আমি বোঝা না।"
আমাদের উচিত তাকে এই মুহূর্তে সাহায্য করা।,আমাদের উচিত এখন সাহায্য করা।
"যদি আমরা সবাই মিলে এই কাজটা না করি, তবে এর ফল ভালো হবে না।","আমরা সবাই কাজ না করা, ফল খারাপ হবে।"
"সে যতই চেষ্টা করুক না কেন, সে সফল হতে পারবে না।","সে অনেক চেষ্টা করা, সফল না হওয়া।"
আমি জানি যে আপনি যা বলেছেন তা সম্পূর্ণ সত্যি।,আমি জানি আপনার কথা সব সত্যি।
"যে ছেলেটি প্রথম পুরস্কার জিতেছে, তার নাম এখনও ঘোষণা করা হয়নি।",প্রথম হওয়া ছেলে নাম এখনো বলা না।
লোকটি এত জোরে কথা বলছিল যে তার গলা ভেঙে গেল।,"লোক অনেক জোরে কথা বলা, গলা বসা।"
"যেই হোক না কেন, তাকে এই ঘরের বাইরে থাকতে হবে।","যে কেউ হোক, ঘর বাইরে থাকা।"
"সে শুধু বুদ্ধিমান নয়, সে পরিশ্রমীও বটে, তাই সে জীবনে উন্নতি করেছে।","সে বুদ্ধিমান এবং পরিশ্রমী, তাই উন্নতি করা।"
তিনি আমাদের এমনভাবে অনুপ্রেরণা দিয়েছিলেন যে আমরা কঠিন কাজটাও সহজে করতে পেরেছিলাম।,"তিনি উৎসাহ দেওয়া, কঠিন কাজ সহজ হওয়া।"
"একটি জাতির সম্মান ও পরিচিতি নির্ভর করে তার ঐতিহ্য, ভাষা এবং সাংস্কৃতিক কর্মকাণ্ডের নিয়মিত চর্চার উপর।",জাতি সম্মান তার ঐতিহ্য ভাষা সংস্কৃতি চর্চা ওপর।
"যেহেতু আন্তর্জাতিক বাজারের পরিস্থিতি ভালো নয়, সেহেতু এই বছর আমরা খুব বেশি রপ্তানি করতে পারবো না।","আন্তর্জাতিক বাজার অবস্থা খারাপ, এই বছর রপ্তানি কম হবে।"
আজ আমি স্কুলে নতুন গণিতের অধ্যায় শিখেছি।,আজ আমি স্কুল নতুন গণিত অধ্যায় শেখা।
তুমি এখন রান্নাঘরে দুধ গরম করছ।,তুমি এখন রান্নাঘর দুধ গরম করা।
সে প্রতিদিন সকালের নাশতায় পাউরুটি খায়।,সে প্রতিদিন সকাল নাস্তা পাউরুটি খাওয়া।
আমরা গতকাল বাজার থেকে তাজা সবজি এনেছিলাম।,আমি গতকাল বাজার থেকে তাজা সবজি আনা।
আপনি কি আজ অফিসে দেরিতে যাবেন?,আপনি কি আজ অফিসে দেরিতে যাওয়া?
তারা ছুটিতে কক্সবাজারে যাওয়ার পরিকল্পনা করছে।,তারা ছুটি কক্সবাজার দেরি যাওয়া পরিকল্পনা।
বৃষ্টি পড়ছে বলে মাঠে খেলা বন্ধ হয়ে গেছে।,বৃষ্টি পড়া মাঠ খেলা বন্ধ হওয়া ।
ডাক্তার আমাকে বিশ্রাম নিতে বলেছেন।,ডাক্তার বলা আমাকে বিশ্রাম নেওয়া।
রাস্তায় যানজট এত বেশি ছিল যে সবাই বিরক্ত হয়ে পড়েছিল।,রাস্তা যানজট এত বেশি সবাই বিরক্ত।
